CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
29;96_57;IRRIGAZIONE DI CATETERE VASCOLARE_ Irrigazione [disostruzione] dello shunt arterovenoso;Allegato 1;
29;97_29_1;REVISIONE DI CATETERE PERITONEALE Revisione di catetere per dialisi peritoneale cambio set di connessione_sostituzione parti di catetere_;Allegato 1;
29;97_82;RIMOZIONE DI DISPOSITIVO DI DRENAGGIO PERITONEALE;Allegato 1;
29;99_23;INIEZIONE DI STEROIDI Iniezione di cortisone Impianto sottodermico di progesterone Impianto sottodermico di altri ormoni o antiormoni;Allegato 1;
29;99_24_1;INFUSIONE DI SOSTANZE ORMONALI ;Allegato 1;
29;99_71;PLASMAFERESI TERAPEUTICA;Allegato 1;
30;03_91;INIEZIONE DI ANESTETICO NEL CANALE VERTEBRALE PER ANALGESIA Iniezione peridurale Escluso: il caso in cui l anestesia sia effettuata per intervento;Allegato 1;
30;03_92;INIEZIONE DI ALTRI FARMACI NEL CANALE VERTEBRALE Iniezione intratecale [endorachide] di steroidi Escluso: Iniezione di liquido di contrasto per mielogramma_ Iniezione di farmaco citotossico nel canale vertebrale (03_8);Allegato 1;
30;04_11_1;BIOPSIA [PERCUTANEA][AGOBIOPSIA] DEI NERVI PERIFERICI ;Allegato 1;
30;05_31;INIEZIONE DI ANESTETICO NEI NERVI SIMPATICI PER ANALGESIA Blocco simpatico regionale arto superiore o inferiore Blocco del Ganglio celiaco Blocco del Ganglio stellato Blocco del simpatico lombare;Allegato 1;
30;05_32;INIEZIONE DI AGENTI NEUROLITICI NEI NERVI SIMPATICI ;Allegato 1;
30;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
30;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
30;99_29_1;INIEZIONE PERINERVOSA ;Allegato 1;
32;88_71_1;ECOENCEFALOGRAFIA Ecografia transfontanellare;Allegato 1;
32;88_71_2;STUDIO DOPPLER TRANSCRANICO Con analisi spettrale dopo prova fisica o farmacologica;Allegato 1;
32;88_71_3;COLOR DOPPLER TRANSCRANICO ;Allegato 1;
32;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
32;89_13;VISITA NEUROLOGICA ;Allegato 1;
32;89_14;ELETTROENCEFALOGRAMMA Elettroencefalogramma standard e con sensibilizzazione (stimolazione luminosa intermittente_iperpnea) Escluso: EEG con polisonnogramma (89_17);Allegato 1;
32;89_14_1;ELETTROENCEFALOGRAMMA CON SONNO FARMACOLOGICO;Allegato 1;
32;89_14_2;ELETTROENCEFALOGRAMMA CON PRIVAZIONE DEL SONNO;Allegato 1;
32;89_14_3;ELETTROENCEFALOGRAMMA DINAMICO 24 Ore;Allegato 1;
32;89_14_4;ELETTROENCEFALOGRAMMA DINAMICO 12 Ore;Allegato 1;
32;89_14_5;ELETTROENCEFALOGRAMMA CON ANALISI SPETTRALE Con mappaggio;Allegato 1;
32;89_15_1;POTENZIALI EVOCATI ACUSTICI;Allegato 1;
32;89_15_2;POTENZIALI EVOCATI STIMOLO ED EVENTO CORRELATI Potenziali evocati speciali (olfattivi_trigeminali) Incluso: EEG;Allegato 1;
32;89_15_3;POTENZIALI EVOCATI MOTORI Arto superiore o inferiore Incluso: EEG;Allegato 1;
32;89_15_4;POTENZIALI EVOCATI SOMATO SENSORIALI Per nervo o dermatomero Incluso: EEG;Allegato 1;
32;89_15_5;TEST NEUROFISIOLOGICI PER LA VALUTAZIONE DEL SISTEMA NERVOSO VEGETATIVO Incluso: Analisi spettrale o registrazione poligrafica;Allegato 1;
32;89_15_6;POLIGRAFIA Escluso: Test neurofisiologici per la valutazione del sistema nervoso vegetativo (89_15_5);Allegato 1;
32;89_15_7;POLIGRAFIA DINAMICA AMBULATORIALE Escluso: Test neurofisiologici per la valutazione del sistema nervoso vegetativo (89_15_5);Allegato 1;
32;89_15_8;POTENZIALI EVOCATI UDITIVI Per ricerca di soglia;Allegato 1;
32;89_15_9;POTENZIALI EVOCATI UDITIVI Da stimolo elettrico;Allegato 1;
32;89_17;POLISONNOGRAMMA Diurno o notturno e con metodi speciali;Allegato 1;
32;89_18_1;TEST POLISONNOGRAFICI DEL LIVELLO DI VIGILANZA ;Allegato 1;
32;89_18_2;MONITORAGGIO PROTRATTO DEL CICLO SONNO VEGLIA ;Allegato 1;
32;89_19_1;ELETTROENCEFALOGRAMMA CON VIDEOREGISTRAZIONE ;Allegato 1;
32;89_19_2;POLIGRAFIA CON VIDEOREGISTRAZIONE;Allegato 1;
32;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
32;93_01_3;VALUTAZIONE MONOFUNZIONALE Con scala psico comportamentale Bilancio pretrattamento dei disturbi comunicativi e del linguaggio_somministrazione di test delle funzioni linguistiche Escluso: Esame dell afasia (94_08_4);Allegato 1;
32;93_01_4;VALUTAZIONE FUNZIONALE DELLE FUNZIONI CORTICALI SUPERIORI Bilancio pretrattamento delle funzioni corticali superiori correlate a disturbi comunicativi e del linguaggio o di altre funzioni cognitive;Allegato 1;
32;93_08_A;STUDIO ELETTROMIOGRAFICO ARTO SUPERIORE;Allegato 1;
32;93_08_B;;Allegato 1;
32;93_08_C;STUDIO ELETTROMIOGRAFICO DISTRETTO CRANICO;Allegato 1;
32;93_08_1;ELETTROMIOGRAFIA SEMPLICE [EMG] Analisi qualitativa o quantitativa per muscolo Escluso: EMG dell occhio (95_25)_EMG dello sfintere uretrale (89_23)_ quello con polisonnogramma (89_17);Allegato 1;
32;93_08_2;ELETTROMIOGRAFIA SINGOLA FIBRA Densità delle fibre;Allegato 1;
32;93_08_3;ELETTROMIOGRAFIA DI UNITA MOTORIA Esame ad ago;Allegato 1;
32;93_08_4;ELETTROMIOGRAFIA DI MUSCOLI SPECIALI [Laringei_perineali] Escluso: Elettromiografia dello sfintere uretrale (89_23)_Elettromiografia dell occhio (95_25);Allegato 1;
32;93_08_5;RISPOSTE RIFLESSE H_F_Blink reflex_Riflesso bulbocavernoso_Riflessi esterocettivi agli arti_Riflessi tendinei Incluso: EMG;Allegato 1;
32;93_08_6;STIMOLAZIONE RIPETITIVA Stimolazione ripetitiva per nervo_Stimolazione ripetitiva con tensilon Incluso: EMG;Allegato 1;
32;93_08_7;TEST PER TETANIA LATENTE Incluso: EMG;Allegato 1;
32;93_08_8;TEST DI ISCHEMIA PROLUNGATA Incluso: EMG;Allegato 1;
32;93_09_1;VELOCITA DI CONDUZIONE NERVOSA MOTORIA Per nervo;Allegato 1;
32;93_09_2;VELOCITA DI CONDUZIONE NERVOSA SENSITIVA Per nervo;Allegato 1;
32;93_89_1;TRAINING CONDIZIONAMENTO AUDIOMETRICO INFANTILE Per seduta individuale (Ciclo di sei sedute);Allegato 1;
32;93_89_2;TRAINING PER DISTURBI COGNITIVI Riabilitazione funzioni mnesiche_gnosiche e prassiche Per seduta individuale (Ciclo di dieci sedute);Allegato 1;
32;93_89_3;TRAINING PER DISTURBI COGNITIVI Riabilitazione funzioni mnesiche_gnosiche e prassiche Per seduta collettiva (Ciclo di dieci sedute);Allegato 1;
32;94_01_2;SOMMINISTRAZIONE DI TEST DI DETERIORAMENTO O SVILUPPO INTELLETTIVO M_D_B__MODA_WAIS_STANFORD BINET ;Allegato 1;
32;94_02_1;SOMMINISTRAZIONE DI TEST DELLA MEMORIA Memoria implicita_esplicita_a breve e lungo termine;Allegato 1;
32;94_02_2;TEST DELLA SCALA DI MEMORIA DI WECHSLER [WMS] ;Allegato 1;
32;94_08_1;SOMMINISTRAZIONE DI TEST DELLE FUNZIONI ESECUTIVE ;Allegato 1;
32;94_08_2;SOMMINISTRAZIONE DI TEST DELLE ABILITA VISUO SPAZIALI ;Allegato 1;
32;94_08_4;ESAME DELL AFASIA Con batteria standardizzata (Boston A_B__Aachen A_B__ENPA);Allegato 1;
32;99_29_9;INIEZIONE DI TOSSINA BOTULINICA ;Allegato 1;
33;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
33;89_14;ELETTROENCEFALOGRAMMA Elettroencefalogramma standard e con sensibilizzazione (stimolazione luminosa intermittente_iperpnea) Escluso: EEG con polisonnogramma (89_17);Allegato 1;
33;89_14_1;ELETTROENCEFALOGRAMMA CON SONNO FARMACOLOGICO;Allegato 1;
33;89_14_2;ELETTROENCEFALOGRAMMA CON PRIVAZIONE DEL SONNO;Allegato 1;
33;89_14_3;ELETTROENCEFALOGRAMMA DINAMICO 24 Ore;Allegato 1;
33;89_14_4;ELETTROENCEFALOGRAMMA DINAMICO 12 Ore;Allegato 1;
33;89_14_5;ELETTROENCEFALOGRAMMA CON ANALISI SPETTRALE Con mappaggio;Allegato 1;
33;89_15_1;POTENZIALI EVOCATI ACUSTICI;Allegato 1;
33;89_15_2;POTENZIALI EVOCATI STIMOLO ED EVENTO CORRELATI Potenziali evocati speciali (olfattivi_trigeminali) Incluso: EEG;Allegato 1;
33;89_15_3;POTENZIALI EVOCATI MOTORI Arto superiore o inferiore Incluso: EEG;Allegato 1;
33;89_15_4;POTENZIALI EVOCATI SOMATO SENSORIALI Per nervo o dermatomero Incluso: EEG;Allegato 1;
33;89_15_6;POLIGRAFIA Escluso: Test neurofisiologici per la valutazione del sistema nervoso vegetativo (89_15_5);Allegato 1;
33;89_15_8;POTENZIALI EVOCATI UDITIVI Per ricerca di soglia;Allegato 1;
33;89_15_9;POTENZIALI EVOCATI UDITIVI Da stimolo elettrico;Allegato 1;
33;89_17;POLISONNOGRAMMA Diurno o notturno e con metodi speciali;Allegato 1;
33;89_18_2;MONITORAGGIO PROTRATTO DEL CICLO SONNO VEGLIA ;Allegato 1;
33;89_19_1;ELETTROENCEFALOGRAMMA CON VIDEOREGISTRAZIONE ;Allegato 1;
33;89_19_2;POLIGRAFIA CON VIDEOREGISTRAZIONE;Allegato 1;
33;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
33;93_01_A;VALUTAZIONE DELLE FUNZIONI FONO ARTICOLATORIE E DELLA DEGLUTIZIONE IN SOGGETTI CON GRAVE DISABILITA MOTORIA;Allegato 1;
33;93_01_B;VALUTAZIONE CLINICA MULTIPROFESSIONALE IN PAZIENTI CON PATOLOGIA COMPLESSA;Allegato 1;
33;93_01_5;VALUTAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO COMUNICATIVO PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
33;93_03_1;VALUTAZIONE NEUROPSICOMOTORIA;Allegato 1;
33;93_03_2;VALUTAZIONE AUSILI E SISTEMI DI POSTURA;Allegato 1;
33;93_04_4;VALUTAZIONE DEI DISTURBI MOTORI SENSITIVI A MAGGIORE DISABILITA PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
33;93_08_1;ELETTROMIOGRAFIA SEMPLICE [EMG] Analisi qualitativa o quantitativa per muscolo Escluso: EMG dell occhio (95_25)_EMG dello sfintere uretrale (89_23)_ quello con polisonnogramma (89_17);Allegato 1;
33;93_08_5;RISPOSTE RIFLESSE H_F_Blink reflex_Riflesso bulbocavernoso_Riflessi esterocettivi agli arti_Riflessi tendinei Incluso: EMG;Allegato 1;
33;93_08_6;STIMOLAZIONE RIPETITIVA Stimolazione ripetitiva per nervo_Stimolazione ripetitiva con tensilon Incluso: EMG;Allegato 1;
33;93_08_8;TEST DI ISCHEMIA PROLUNGATA Incluso: EMG;Allegato 1;
33;93_09_1;VELOCITA DI CONDUZIONE NERVOSA MOTORIA Per nervo;Allegato 1;
33;93_09_2;VELOCITA DI CONDUZIONE NERVOSA SENSITIVA Per nervo;Allegato 1;
33;93_11_7;RIEDUCAZIONE DEI DISTURBI MOTORI SENSITIVI A MAGGIORE DISABILITA ;Allegato 1;
33;93_72_3;RIEDUCAZIONE DEI DISTURBI COMUNICATIVI A MINORE COMPLESSITA ;Allegato 1;
33;93_72_4;RIEDUCAZIONE DEI DISTURBI COMUNICATIVI A MAGGIORE COMPLESSITA ;Allegato 1;
33;93_72_5;RIEDUCAZIONE COMUNICATIVA IN GRUPPO (max 5 pazienti);Allegato 1;
33;93_72_6;RIEDUCAZIONE COGNITIVA IN GRUPPO (max 5 pazienti);Allegato 1;
33;93_72_7;RIEDUCAZIONE NEUROPSICOMOTORIA DI GRUPPO;Allegato 1;
33;93_72_8;RIEDUCAZIONE NEUROPSICOMOTORIA INDIVIDUALE;Allegato 1;
33;93_72_9;RIEDUCAZIONE COGNITIVA INDIVIDUALE;Allegato 1;
33;94_02_3;VALUTAZIONE DELLE FUNZIONI COGNITIVE (da 94_01_1 a 94_08_2 della branca 40);Allegato 1;
33;94_08_7;VALUTAZIONE PSICO DIAGNOSTICA (da 94_08_3 a 94_08_6);Allegato 1;
33;94_09;COLLOQUIO PSICOLOGICO CLINICO;Allegato 1;
33;94_09_1;COLLOQUIO PSICOLOGICO CLINICO CON ANAMNESI EVOLUTIVA;Allegato 1;
33;94_09_2;COLLOQUIO CON GENITORI DI PAZIENTI IN TRATTAMENTO FKT/LOGOPEDICO;Allegato 1;
33;94_09_4;COLLOQUIO CON GENITORI DI PAZIENTI IN CARICO;Allegato 1;
33;94_12_1;VISITA PSICHIATRICA DI CONTROLLO VISITA NEUROPSICHIATRICA INFANTILE DI CONTROLLO;Allegato 1;
33;94_19_1;COLLOQUIO PSICHIATRICO;Allegato 1;
33;94_3;PSICOTERAPIA INDIVIDUALE;Allegato 1;
33;94_42;PSICOTERAPIA FAMILIARE Per seduta;Allegato 1;
33;94_42_1;PSICOTERAPIA CONGIUNTA (MADRE BAMBINO O GENITORI);Allegato 1;
33;94_44;PSICOTERAPIA DI GRUPPO Per seduta e per partecipante;Allegato 1;
33;95_23;POTENZIALI EVOCATI VISIVI (VEP) Potenziali evocati da pattern o da flash o da pattern ad emicampi;Allegato 1;
34;08_01;INCISIONE DEL MARGINE PALPEBRALE Incluso: Incisione di ascesso palpebrale;Allegato 1;
34;08_02;APERTURA DI BLEFARORRAFIA ;Allegato 1;
34;08_09;ALTRA INCISIONE DELLA PALBEBRA Riapertura anchiloblefaron;Allegato 1;
34;08_11;BIOPSIA DELLA PALPEBRA ;Allegato 1;
34;08_21;ASPORTAZIONE DI CALAZIO ;Allegato 1;
34;08_22;ASPORTAZIONE DI ALTRA LESIONE MINORE DELLA PALPEBRA Asportazione di verruca_papilloma_cisti_porro_condiloma;Allegato 1;
34;08_23;ASPORTAZIONE DI LESIONE MAGGIORE DELLA PALPEBRA_NON A TUTTO SPESSORE Asportazione che include un quarto o più del margine palpebrale a spessore parziale Xantelasma;Allegato 1;
34;08_24;ASPORTAZIONE DI LESIONE MAGGIORE DELLA PALPEBRA_A TUTTO SPESSORE Asportazione che include un quarto o più del margine palpebrale a tutto spessore Resezione a cuneo della palpebra;Allegato 1;
34;08_25;DEMOLIZIONE DI LESIONE DELLA PALPEBRA Intervento per blefarocalasi;Allegato 1;
34;08_41;RIPARAZIONE DI ENTROPION O ECTROPION CON TERMOCOAGULAZIONE ;Allegato 1;
34;08_42;RIPARAZIONE DI ENTROPION O ECTROPION CON TECNICA DI SUTURA ;Allegato 1;
34;08_43;RIPARAZIONE DI ENTROPION O ECTROPION CON RESEZIONE CUNEIFORME ;Allegato 1;
34;08_44;RIPARAZIONE DI ENTROPION O ECTROPION CON RICOSTRUZIONE DELLA PALPEBRA Riparazione di ectropion con innesto o lembo;Allegato 1;
34;08_52;BLEFARORRAFIA Cantorrafia_Tarsorrafia;Allegato 1;
34;08_6;RICOSTRUZIONE DELLA PALPEBRA CON LEMBO O INNESTO Escluso: quelle associate con riparazione di entropion o ectropion (08_44);Allegato 1;
34;08_81;RIPARAZIONE LINEARE DI LACERAZIONE DELLA PALPEBRA E DELLE SOPRACCIGLIA ;Allegato 1;
34;08_82;RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE_ NON A TUTTO SPESSORE ;Allegato 1;
34;08_83;ALTRA RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA_NON A TUTTO SPESSORE ;Allegato 1;
34;08_84;RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE_A TUTTO SPESSORE ;Allegato 1;
34;08_91;DEPILAZIONE ELETTROCHIRURGICA DELLA PALPEBRA ;Allegato 1;
34;08_92;DEPILAZIONE CRIOCHIRURGICA DELLA PALPEBRA ;Allegato 1;
34;08_99_1;INFILTRAZIONE DI ANGIOMA PALPEBRALE ;Allegato 1;
34;09_0;INCISIONE DELLA GHIANDOLA LACRIMALE Incisione di cisti lacrimale (con drenaggio);Allegato 1;
34;09_11;BIOPSIA DELLA GHIANDOLA LACRIMALE ;Allegato 1;
34;09_12;BIOPSIA DEL SACCO LACRIMALE ;Allegato 1;
34;09_19;ALTRE PROCEDURE DIAGNOSTICHE SULL APPARATO LACRIMALE Test di Schirmer Escluso: Dacriocistogramma per contrasto (87_05)_Rx del tessuto molle del dotto naso lacrimale;Allegato 1;
34;09_21;ASPORTAZIONE DI LESIONE DELLA GHIANDOLA LACRIMALE Escluso: Biopsia della ghiandola lacrimale (09_11);Allegato 1;
34;09_41;SPECILLAZIONE DEL PUNTO LACRIMALE ;Allegato 1;
34;09_42;SPECILLAZIONE DEI CANALICOLI LACRIMALI Incluso: Rimozione di calcolo_dilatazione (Per ciclo terapeutico);Allegato 1;
34;09_43;SPECILLAZIONE DEL DOTTO NASO LACRIMALE Incluso: Rimozione di calcolo_dilatazione (Per ciclo terapeutico);Allegato 1;
34;09_51;INCISIONE DEL PUNTO LACRIMALE ;Allegato 1;
34;09_52;INCISIONE DEI CANALICOLI LACRIMALI ;Allegato 1;
34;09_53;INCISIONE DEL SACCO LACRIMALE ;Allegato 1;
34;09_59;ALTRA INCISIONE DELLE VIE LACRIMALI Incisione (drenaggio) di dotto nasolacrimale NAS;Allegato 1;
34;09_6;ASPORTAZIONE DEL SACCO E DELLE VIE LACRIMALI Escluso: Biopsia del sacco lacrimale (09_12);Allegato 1;
34;09_71;CORREZIONE DI EVERSIONE DEL PUNTO LACRIMALE ;Allegato 1;
34;09_73;RIPARAZIONE DEI CANALICOLI ;Allegato 1;
34;10_21;BIOPSIA DELLA CONGIUNTIVA ;Allegato 1;
34;10_31;ASPORTAZIONE DI LESIONE O TESSUTO DELLA CONGIUNTIVA Asportazione di anello congiuntivale attorno alla cornea Escluso: Biopsia della congiuntiva (10_21);Allegato 1;
34;10_32;DEMOLIZIONE DI LESIONE DELLA CONGIUNTIVA Escluso: Asportazione di lesione (10_31)_Termocauterizzazione per entropion (08_41);Allegato 1;
34;10_33;ALTRI INTERVENTI DI DEMOLIZIONE DELLA CONGIUNTIVA Rimozione di follicoli di tracoma;Allegato 1;
34;10_4;CONGIUNTIVOPLASTICA ;Allegato 1;
34;10_6;RIPARAZIONE DI LACERAZIONE DELLA CONGIUNTIVA ;Allegato 1;
34;10_91;INIEZIONE SOTTOCONGIUNTIVALE ;Allegato 1;
34;11_31;TRASPOSIZIONE DELLO PTERIGIUM ;Allegato 1;
34;11_32;ASPORTAZIONE DELLO PTERIGIUM CON INNESTO DELLA CORNEA ;Allegato 1;
34;11_39;ALTRA ASPORTAZIONE DELLO PTERIGIUM ;Allegato 1;
34;11_42;TERMOCAUTERIZZAZIONE DI LESIONI DELLA CORNEA ;Allegato 1;
34;11_43;CRIOTERAPIA DI LESIONE DELLA CORNEA ;Allegato 1;
34;11_43_A;RIMOZIONE SUTURA CORNEALE (filza);Allegato 1;
34;11_75_1;CHERATOTOMIA ARCIFORME ;Allegato 1;
34;11_91;TATUAGGIO DELLA CORNEA ;Allegato 1;
34;11_99_1;APPLICAZIONE TERAPEUTICA DI LENTE A CONTATTO ;Allegato 1;
34;11_99_2;CORREZIONE DEI VIZI DI REFRAZIONE Con laser a eccimeri (PRK) con la tecnica di ablazione standard (o di superficie);Allegato 1;
34;11_99_3;CORREZIONE DI ALTERAZIONI CORNEALI Con laser a eccimeri (PTK);Allegato 1;
34;11_99_4;CORREZIONE DEI VIZI DI REFRAZIONE Con laser a eccimeri con tecnica LASIK o lamellare;Allegato 1;
34;12_14;IRIDECTOMIA Iridectomia (basale) (periferica) (totale) (iridectomia mediante laser) Escluso: Iridectomia associata a: estrazione di cataratta (13_64)_rimozione di lesione (12_41);Allegato 1;
34;12_40;RIMOZIONE DI LESIONE DEL SEGMENTO ANTERIORE DELL OCCHIO_NAS ;Allegato 1;
34;12_41;DEMOLIZIONE DI LESIONE DELL IRIDE_NON ESCISSIONALE Demolizione di lesione dell iride per mezzo di:cauterizzazione_crioterapia_fotocoagulazione_laser;Allegato 1;
34;12_72;CICLOCRIOTERAPIA ;Allegato 1;
34;12_73;CICLOFOTOCOAGULAZIONE ;Allegato 1;
34;12_91;SVUOTAMENTO TERAPEUTICO DELLA CAMERA ANTERIORE Paracentesi della camera anteriore;Allegato 1;
34;13_64;CAPSULOTOMIA YAG LASER PER CATARATTA SECONDARIA Separazione di membrana secondaria (dopo cataratta);Allegato 1;
34;14_22;DEMOLIZIONE DI LESIONE CORIORETINICA MEDIANTE CRIOTERAPIA ;Allegato 1;
34;14_29_1;RIPARAZIONE DI LESIONE DELLA RETINA MEDIANTE TRATTAMENTO FOTODINAMICO CON VERTEPORFINA (VISUDYNE)_;Allegato 1;
34;14_31;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE DIATERMIA ;Allegato 1;
34;14_32;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE CRIOTERAPIA ;Allegato 1;
34;14_33;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE FOTOCOAGULAZIONE CON XENON (LASER) ;Allegato 1;
34;14_34;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE FOTOCOAGULAZIONE CON ARGON (LASER) ;Allegato 1;
34;14_34_A;ARGON LASER TRABECULOPLASTICA (ALT) o TRATTAMENTO LASER SUL TRABECOLATO;Allegato 1;
34;14_59_1;PNEUMORETINOPESSIA ;Allegato 1;
34;16_22;AGOBIOPSIA ORBITARIA ;Allegato 1;
34;16_91;INIEZIONE RETROBULBARE DI SOSTANZE TERAPEUTICHE Escluso: Iniezione di sostanza per contrasto radiografico_Iniezione otticociliare;Allegato 1;
34;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
34;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
34;93_02;VALUTAZIONE ORTOTTICA ;Allegato 1;
34;95_01;ESAME PARZIALE DELL OCCHIO Esame dell occhio con prescrizione di occhiali;Allegato 1;
34;95_02;ESAME COMPLESSIVO DELL OCCHIO Visita oculistica_esame dell occhio comprendente tutti gli aspetti del sistema visivo;Allegato 1;
34;95_03_1;STUDIO DELLA TOPOGRAFIA CORNEALE ;Allegato 1;
34;95_03_3;TOMOGRAFIA RETINICA (OCT);Allegato 1;
34;95_05;STUDIO DEL CAMPO VISIVO Campimetria_perimetria statica/cinetica;Allegato 1;
34;95_05_A;MICROPERIMETRIA;Allegato 1;
34;95_06;STUDIO DELLA SENSIBILITA AL COLORE Test di acuità visiva e di discriminazione cromatica;Allegato 1;
34;95_07;STUDIO DELL ADATTABILITA AL BUIO ;Allegato 1;
34;95_07_1;STUDIO DELLA SENSIBILITA AL CONTRASTO ;Allegato 1;
34;95_09_1;ESAME DEL FUNDUS OCULI ;Allegato 1;
34;95_09_2;ESOFTALMOMETRIA ;Allegato 1;
34;95_09_3;CHERATOESTESIOMETRIA ;Allegato 1;
34;95_09_4;STUDIO STRUMENTALE DELLA CONFORMAZIONE DELLA PAPILLA OTTICA (HRT o GDX o OCT);Allegato 1;
34;95_11;FOTOGRAFIA DEL FUNDUS Per occhio;Allegato 1;
34;95_11_1;FOTOGRAFIA DEL SEGMENTO ANTERIORE ;Allegato 1;
34;95_12;ANGIOGRAFIA CON FLUORESCEINA O ANGIOSCOPIA OCULARE ;Allegato 1;
34;95_12_1;ANGIOGRAFIA OCULISTICA CON VERDE INDOCIANINA;Allegato 1;
34;95_13;ECOGRAFIA OCULARE Ecografia Ecobiometria;Allegato 1;
34;95_13_1;PACHIMETRIA CORNEALE ;Allegato 1;
34;95_13_2;BIOMICROSCOPIA CORNEALE Con conta cellule endoteliali;Allegato 1;
34;95_15;STUDIO DELLA MOTILITA OCULARE ;Allegato 1;
34;95_2;TEST FUNZIONALI OBIETTIVI DELL OCCHIO Test di Hess Lancaster Escluso: Test con polisonnogramma (89_17);Allegato 1;
34;95_21;ELETTRORETINOGRAFIA (ERG_FLASH PATTERN) ;Allegato 1;
34;95_22;ELETTROOCULOGRAFIA (EOG) ;Allegato 1;
34;95_23;POTENZIALI EVOCATI VISIVI (VEP) Potenziali evocati da pattern o da flash o da pattern ad emicampi;Allegato 1;
34;95_23_1;INTERFEROMETRIA ;Allegato 1;
34;95_25;ELETTROMIOGRAFIA DELL OCCHIO (EMG) ;Allegato 1;
34;95_26;TONOGRAFIA_TEST DI PROVOCAZIONE E ALTRI TEST PER IL GLAUCOMA ;Allegato 1;
34;95_35;TRAINING ORTOTTICO Per seduta;Allegato 1;
34;96_51;IRRIGAZIONE DELL OCCHIO Irrigazione corneale Escluso: Irrigazione con rimozione di corpo estraneo (98_21);Allegato 1;
34;98_21;RIMOZIONE DI CORPO ESTRANEO SUPERFICIALE DALL OCCHIO_SENZA INCISIONE ;Allegato 1;
35;22_71;CHIUSURA DI FISTOLA OROANTRALE Chiusura di fistola del seno nasale;Allegato 1;
35;23_01;ESTRAZIONE DI DENTE DECIDUO Incluso: Anestesia;Allegato 1;
35;23_09;ESTRAZIONE DI DENTE PERMANENTE Estrazione di altro dente NAS Incluso: Anestesia;Allegato 1;
35;23_11;ESTRAZIONE DI RADICE RESIDUA Incluso: Anestesia;Allegato 1;
35;23_19;ALTRA ESTRAZIONE CHIRURGICA DI DENTE Odontectomia NAS_rimozione di dente incluso_allacciamento di dente incluso_germectomia_ estrazione dentale con elevazione di lembo muco periostale Incluso: Anestesia;Allegato 1;
35;23_20_1;RICOSTRUZIONE DI DENTE MEDIANTE OTTURAZIONE Fino a due superfici Incluso: Otturazione carie_Otturazione carie con incappucciamento indiretto della polpa;Allegato 1;
35;23_20_2;RICOSTRUZIONE DI DENTE MEDIANTE OTTURAZIONE A tre o più superfici e/o applicazione di perno endocanalare Incluso: Otturazione carie_Otturazione carie con incappucciamento indiretto della polpa;Allegato 1;
35;23_3;RICOSTRUZIONE DI DENTE MEDIANTE INTARSIO Ricostruzione di dente fratturato;Allegato 1;
35;23_41;APPLICAZIONE DI CORONA Trattamento per applicazione di corona a giacca in resina;Allegato 1;
35;23_41_1;APPLICAZIONE DI CORONA IN LEGA AUREA Trattamento per applicazione di corona faccettata in lega aurea e resina o di corona 3/4 lega aurea o in lega aurea fusa;Allegato 1;
35;23_41_2;ALTRA APPLICAZIONE DI CORONA Trattamento per applicazione di corona a giacca in porcellana o di corona faccettata (Weneer) in lega aurea e porcellana;Allegato 1;
35;23_41_3;APPLICAZIONE DI CORONA E PERNO Trattamento per applicazione di corona a giacca in resina o oro resina con perno moncone in lega aurea;Allegato 1;
35;23_41_4;ALTRA APPLICAZIONE DI CORONA E PERNO Trattamento per applicazione di corona a giacca in porcellana o oro porcellana con perno moncone in lega aurea;Allegato 1;
35;23_42;INSERZIONE DI PONTE FISSO Trattamento per applicazione di elemento fuso in lega aurea_oro resina o oro porcellana e/o elemento di sovrastruttura per corona su impianti endoossei (Per elemento);Allegato 1;
