CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
29;88.74.5;ECO(COLOR)DOPPLER  DELLE ARTERIE RENALI;Allegato 1;
29;88.74.6;ECOGRAFIA RENO-VESCICALE;Allegato 1;
29;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
29;89.03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE -;Allegato 1;
29;89.07;CONSULTO INTERDISCIPLINARE DEFINITO COMPLESSIVO;Allegato 1;
29;89.61.1;MONITORAGGIO CONTINUO [24 Ore] DELLA PRESSIONE ARTERIOSA  -;Allegato 1;
29;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
29;96.57;IRRIGAZIONE DI CATETERE  VASCOLARE. Irrigazione [disostruzione] dello shunt arterovenoso;Allegato 1;
29;97.29.1;REVISIONE DI CATETERE  PERITONEALE          Revisione di catetere per dialisi peritoneale cambio set di connessione, sostituzione parti di catetere.;Allegato 1;
29;97.82;RIMOZIONE DI DISPOSITIVO DI DRENAGGIO PERITONEALE;Allegato 1;
29;99.23;INIEZIONE DI STEROIDI - Iniezione di cortisone - Impianto sottodermico di progesterone - Impianto sottodermico di altri ormoni o antiormoni;Allegato 1;
29;99.24.1;INFUSIONE DI SOSTANZE ORMONALI -;Allegato 1;
29;99.71;PLASMAFERESI  TERAPEUTICA;Allegato 1;
30;03.91;INIEZIONE DI ANESTETICO NEL CANALE VERTEBRALE PER ANALGESIA - Iniezione peridurale  Escluso: il caso in cui l' anestesia sia effettuata per intervento;Allegato 1;
30;03.92;INIEZIONE DI ALTRI FARMACI NEL CANALE VERTEBRALE - Iniezione intratecale [endorachide] di steroidi - Escluso: Iniezione di liquido di contrasto per mielogramma,  - Iniezione di farmaco citotossico nel canale vertebrale (03.8);Allegato 1;
30;04.11.1;BIOPSIA [PERCUTANEA][AGOBIOPSIA] DEI NERVI PERIFERICI  -;Allegato 1;
30;05.31;INIEZIONE DI ANESTETICO NEI NERVI SIMPATICI PER ANALGESIA - Blocco simpatico regionale arto superiore o inferiore  Blocco del Ganglio celiaco  Blocco del Ganglio stellato  Blocco del simpatico lombare;Allegato 1;
30;05.32;INIEZIONE DI AGENTI NEUROLITICI NEI NERVI SIMPATICI -;Allegato 1;
30;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
30;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
30;99.29.1;INIEZIONE PERINERVOSA  -;Allegato 1;
32;88.71.1;ECOENCEFALOGRAFIA - Ecografia transfontanellare;Allegato 1;
32;88.71.2;STUDIO DOPPLER TRANSCRANICO - Con analisi spettrale dopo prova fisica o farmacologica;Allegato 1;
32;88.71.3;COLOR DOPPLER TRANSCRANICO -;Allegato 1;
32;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
32;89.13;VISITA NEUROLOGICA -;Allegato 1;
32;89.14;ELETTROENCEFALOGRAMMA - Elettroencefalogramma standard e con sensibilizzazione - (stimolazione luminosa intermittente, iperpnea) - Escluso: EEG con polisonnogramma (89.17);Allegato 1;
32;89.14.1;ELETTROENCEFALOGRAMMA CON SONNO FARMACOLOGICO;Allegato 1;
32;89.14.2;ELETTROENCEFALOGRAMMA CON PRIVAZIONE DEL SONNO;Allegato 1;
32;89.14.3;ELETTROENCEFALOGRAMMA DINAMICO 24 Ore;Allegato 1;
32;89.14.4;ELETTROENCEFALOGRAMMA DINAMICO 12 Ore;Allegato 1;
32;89.14.5;ELETTROENCEFALOGRAMMA CON ANALISI SPETTRALE - Con mappaggio;Allegato 1;
32;89.15.1;POTENZIALI EVOCATI ACUSTICI;Allegato 1;
32;89.15.2;POTENZIALI EVOCATI STIMOLO ED EVENTO CORRELATI  Potenziali evocati speciali (olfattivi, trigeminali)  Incluso: EEG;Allegato 1;
32;89.15.3;POTENZIALI EVOCATI MOTORI  Arto superiore o inferiore  Incluso: EEG;Allegato 1;
32;89.15.4;POTENZIALI EVOCATI SOMATO-SENSORIALI  Per nervo o dermatomero  Incluso: EEG;Allegato 1;
32;89.15.5;TEST NEUROFISIOLOGICI PER LA VALUTAZIONE DEL SISTEMA NERVOSO VEGETATIVO - Incluso: Analisi spettrale o registrazione poligrafica;Allegato 1;
32;89.15.6;POLIGRAFIA - Escluso: Test neurofisiologici per la valutazione del sistema nervoso vegetativo (89.15.5);Allegato 1;
32;89.15.7;POLIGRAFIA DINAMICA AMBULATORIALE - Escluso: Test neurofisiologici per la valutazione del sistema nervoso vegetativo (89.15.5);Allegato 1;
32;89.15.8;POTENZIALI EVOCATI UDITIVI - Per ricerca di soglia;Allegato 1;
32;89.15.9;POTENZIALI EVOCATI UDITIVI - Da stimolo elettrico;Allegato 1;
32;89.17;POLISONNOGRAMMA - Diurno o notturno  e con metodi speciali;Allegato 1;
32;89.18.1;TEST POLISONNOGRAFICI DEL LIVELLO DI VIGILANZA -;Allegato 1;
32;89.18.2;MONITORAGGIO PROTRATTO DEL CICLO SONNO-VEGLIA -;Allegato 1;
32;89.19.1;ELETTROENCEFALOGRAMMA CON VIDEOREGISTRAZIONE -;Allegato 1;
32;89.19.2;POLIGRAFIA CON VIDEOREGISTRAZIONE;Allegato 1;
32;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
32;93.01.3;VALUTAZIONE MONOFUNZIONALE - Con scala psico-comportamentale - Bilancio pretrattamento dei disturbi comunicativi e del linguaggio, somministrazione di test delle funzioni linguistiche - Escluso: Esame dell' afasia (94.08.4);Allegato 1;
32;93.01.4;VALUTAZIONE FUNZIONALE DELLE FUNZIONI CORTICALI SUPERIORI - Bilancio pretrattamento delle funzioni corticali superiori correlate a disturbi comunicativi e del linguaggio o di altre funzioni cognitive;Allegato 1;
32;93.08.A;STUDIO ELETTROMIOGRAFICO ARTO SUPERIORE;Allegato 1;
32;93.08.B;;Allegato 1;
32;93.08.C;STUDIO ELETTROMIOGRAFICO DISTRETTO CRANICO;Allegato 1;
32;93.08.1;ELETTROMIOGRAFIA SEMPLICE [EMG] - Analisi qualitativa o quantitativa per muscolo - Escluso: EMG dell' occhio (95.25), EMG dello sfintere uretrale (89.23), - quello con polisonnogramma (89.17);Allegato 1;
32;93.08.2;ELETTROMIOGRAFIA SINGOLA FIBRA - Densità delle fibre;Allegato 1;
32;93.08.3;ELETTROMIOGRAFIA  DI UNITA' MOTORIA - Esame ad ago;Allegato 1;
32;93.08.4;ELETTROMIOGRAFIA DI MUSCOLI SPECIALI [Laringei, perineali] - Escluso: Elettromiografia dello sfintere uretrale (89.23), Elettromiografia dell' occhio (95.25);Allegato 1;
32;93.08.5;RISPOSTE RIFLESSE   H, F, Blink reflex, Riflesso bulbocavernoso, Riflessi esterocettivi agli arti, Riflessi tendinei  Incluso: EMG;Allegato 1;
32;93.08.6;STIMOLAZIONE RIPETITIVA   Stimolazione ripetitiva per nervo, Stimolazione ripetitiva con tensilon - Incluso: EMG;Allegato 1;
32;93.08.7;TEST PER TETANIA LATENTE - Incluso: EMG;Allegato 1;
32;93.08.8;TEST DI ISCHEMIA PROLUNGATA - Incluso: EMG;Allegato 1;
32;93.09.1;VELOCITA' DI CONDUZIONE NERVOSA MOTORIA Per nervo;Allegato 1;
32;93.09.2;VELOCITA' DI CONDUZIONE NERVOSA SENSITIVA Per nervo;Allegato 1;
32;93.89.1;TRAINING CONDIZIONAMENTO AUDIOMETRICO INFANTILE - Per seduta individuale (Ciclo di sei sedute);Allegato 1;
32;93.89.2;TRAINING PER DISTURBI COGNITIVI - Riabilitazione funzioni mnesiche, gnosiche e prassiche - Per seduta individuale (Ciclo di dieci sedute);Allegato 1;
32;93.89.3;TRAINING PER DISTURBI COGNITIVI - Riabilitazione funzioni mnesiche, gnosiche e prassiche - Per seduta collettiva (Ciclo di dieci sedute);Allegato 1;
32;94.01.2;SOMMINISTRAZIONE DI TEST DI DETERIORAMENTO O SVILUPPO INTELLETTIVO M.D.B., MODA, WAIS, STANFORD  BINET -;Allegato 1;
32;94.02.1;SOMMINISTRAZIONE DI TEST DELLA MEMORIA - Memoria implicita, esplicita, a breve e lungo termine;Allegato 1;
32;94.02.2;TEST DELLA SCALA DI MEMORIA DI WECHSLER [WMS] -;Allegato 1;
32;94.08.1;SOMMINISTRAZIONE DI TEST DELLE FUNZIONI ESECUTIVE  -;Allegato 1;
32;94.08.2;SOMMINISTRAZIONE DI TEST DELLE  ABILITA' VISUO SPAZIALI -;Allegato 1;
32;94.08.4;ESAME  DELL' AFASIA - Con batteria standardizzata (Boston A.B., Aachen A.B., ENPA);Allegato 1;
32;99.29.9;INIEZIONE DI TOSSINA BOTULINICA -;Allegato 1;
33;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
33;89.14;ELETTROENCEFALOGRAMMA - Elettroencefalogramma standard e con sensibilizzazione - (stimolazione luminosa intermittente, iperpnea) - Escluso: EEG con polisonnogramma (89.17);Allegato 1;
33;89.14.1;ELETTROENCEFALOGRAMMA CON SONNO FARMACOLOGICO;Allegato 1;
33;89.14.2;ELETTROENCEFALOGRAMMA CON PRIVAZIONE DEL SONNO;Allegato 1;
33;89.14.3;ELETTROENCEFALOGRAMMA DINAMICO 24 Ore;Allegato 1;
33;89.14.4;ELETTROENCEFALOGRAMMA DINAMICO 12 Ore;Allegato 1;
33;89.14.5;ELETTROENCEFALOGRAMMA CON ANALISI SPETTRALE - Con mappaggio;Allegato 1;
33;89.15.1;POTENZIALI EVOCATI ACUSTICI;Allegato 1;
33;89.15.2;POTENZIALI EVOCATI STIMOLO ED EVENTO CORRELATI  Potenziali evocati speciali (olfattivi, trigeminali)  Incluso: EEG;Allegato 1;
33;89.15.3;POTENZIALI EVOCATI MOTORI  Arto superiore o inferiore  Incluso: EEG;Allegato 1;
33;89.15.4;POTENZIALI EVOCATI SOMATO-SENSORIALI  Per nervo o dermatomero  Incluso: EEG;Allegato 1;
33;89.15.6;POLIGRAFIA - Escluso: Test neurofisiologici per la valutazione del sistema nervoso vegetativo (89.15.5);Allegato 1;
33;89.15.8;POTENZIALI EVOCATI UDITIVI - Per ricerca di soglia;Allegato 1;
33;89.15.9;POTENZIALI EVOCATI UDITIVI - Da stimolo elettrico;Allegato 1;
33;89.17;POLISONNOGRAMMA - Diurno o notturno  e con metodi speciali;Allegato 1;
33;89.18.2;MONITORAGGIO PROTRATTO DEL CICLO SONNO-VEGLIA -;Allegato 1;
33;89.19.1;ELETTROENCEFALOGRAMMA CON VIDEOREGISTRAZIONE -;Allegato 1;
33;89.19.2;POLIGRAFIA CON VIDEOREGISTRAZIONE;Allegato 1;
33;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
33;93.01.A;VALUTAZIONE DELLE FUNZIONI FONO ARTICOLATORIE E DELLA DEGLUTIZIONE IN SOGGETTI CON GRAVE DISABILITA' MOTORIA;Allegato 1;
33;93.01.B;VALUTAZIONE CLINICA MULTIPROFESSIONALE IN PAZIENTI CON PATOLOGIA COMPLESSA;Allegato 1;
33;93.01.5;VALUTAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO COMUNICATIVO PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
33;93.03.1;VALUTAZIONE NEUROPSICOMOTORIA;Allegato 1;
33;93.03.2;VALUTAZIONE AUSILI E SISTEMI DI POSTURA;Allegato 1;
33;93.04.4;VALUTAZIONE DEI DISTURBI MOTORI -SENSITIVI A MAGGIORE DISABILITA' PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
33;93.08.1;ELETTROMIOGRAFIA SEMPLICE [EMG] - Analisi qualitativa o quantitativa per muscolo - Escluso: EMG dell' occhio (95.25), EMG dello sfintere uretrale (89.23), - quello con polisonnogramma (89.17);Allegato 1;
33;93.08.5;RISPOSTE RIFLESSE   H, F, Blink reflex, Riflesso bulbocavernoso, Riflessi esterocettivi agli arti, Riflessi tendinei  Incluso: EMG;Allegato 1;
33;93.08.6;STIMOLAZIONE RIPETITIVA   Stimolazione ripetitiva per nervo, Stimolazione ripetitiva con tensilon - Incluso: EMG;Allegato 1;
33;93.08.8;TEST DI ISCHEMIA PROLUNGATA - Incluso: EMG;Allegato 1;
33;93.09.1;VELOCITA' DI CONDUZIONE NERVOSA MOTORIA Per nervo;Allegato 1;
33;93.09.2;VELOCITA' DI CONDUZIONE NERVOSA SENSITIVA Per nervo;Allegato 1;
33;93.11.7;RIEDUCAZIONE  DEI DISTURBI MOTORI-SENSITIVI A MAGGIORE DISABILITA';Allegato 1;
33;93.72.3;RIEDUCAZIONE DEI DISTURBI COMUNICATIVI A MINORE COMPLESSITA';Allegato 1;
33;93.72.4;RIEDUCAZIONE DEI DISTURBI  COMUNICATIVI A MAGGIORE COMPLESSITA';Allegato 1;
33;93.72.5;RIEDUCAZIONE  COMUNICATIVA IN GRUPPO (max 5 pazienti);Allegato 1;
33;93.72.6;RIEDUCAZIONE COGNITIVA IN GRUPPO (max 5 pazienti);Allegato 1;
33;93.72.7;RIEDUCAZIONE NEUROPSICOMOTORIA DI GRUPPO;Allegato 1;
33;93.72.8;RIEDUCAZIONE NEUROPSICOMOTORIA INDIVIDUALE;Allegato 1;
33;93.72.9;RIEDUCAZIONE COGNITIVA INDIVIDUALE;Allegato 1;
33;94.02.3;VALUTAZIONE DELLE FUNZIONI COGNITIVE                                   (da 94.01.1 a 94.08.2 della branca 40);Allegato 1;
33;94.08.7;VALUTAZIONE PSICO-DIAGNOSTICA                                                 (da 94.08.3 a 94.08.6);Allegato 1;
33;94.09;COLLOQUIO PSICOLOGICO CLINICO;Allegato 1;
33;94.09.1;COLLOQUIO PSICOLOGICO CLINICO CON ANAMNESI EVOLUTIVA;Allegato 1;
33;94.09.2;COLLOQUIO CON GENITORI DI PAZIENTI IN TRATTAMENTO FKT/LOGOPEDICO;Allegato 1;
33;94.09.4;COLLOQUIO CON GENITORI DI PAZIENTI IN CARICO;Allegato 1;
33;94.12.1;VISITA PSICHIATRICA DI CONTROLLO - VISITA NEUROPSICHIATRICA INFANTILE DI CONTROLLO;Allegato 1;
33;94.19.1;COLLOQUIO PSICHIATRICO;Allegato 1;
33;94.3;PSICOTERAPIA INDIVIDUALE;Allegato 1;
33;94.42;PSICOTERAPIA FAMILIARE - Per seduta;Allegato 1;
33;94.42.1;PSICOTERAPIA CONGIUNTA (MADRE-BAMBINO O GENITORI);Allegato 1;
33;94.44;PSICOTERAPIA DI GRUPPO - Per seduta e per partecipante;Allegato 1;
33;95.23;POTENZIALI EVOCATI VISIVI  (VEP)   Potenziali evocati da pattern o da flash o da pattern ad emicampi;Allegato 1;
34;08.01;INCISIONE DEL MARGINE PALPEBRALE - Incluso: Incisione di ascesso palpebrale;Allegato 1;
34;08.02;APERTURA DI BLEFARORRAFIA -;Allegato 1;
34;08.09;ALTRA INCISIONE DELLA PALBEBRA - Riapertura anchiloblefaron;Allegato 1;
34;08.11;BIOPSIA DELLA PALPEBRA -;Allegato 1;
34;08.21;ASPORTAZIONE DI CALAZIO -;Allegato 1;
34;08.22;ASPORTAZIONE DI ALTRA LESIONE MINORE DELLA PALPEBRA - Asportazione di verruca, papilloma, cisti, porro, condiloma;Allegato 1;
34;08.23;ASPORTAZIONE DI LESIONE MAGGIORE DELLA PALPEBRA, NON A TUTTO SPESSORE - Asportazione che include un quarto o più del margine palpebrale a spessore parziale - Xantelasma;Allegato 1;
34;08.24;ASPORTAZIONE DI LESIONE MAGGIORE DELLA PALPEBRA, A TUTTO SPESSORE - Asportazione che include un quarto o più del margine palpebrale a tutto spessore - Resezione a cuneo della palpebra;Allegato 1;
34;08.25;DEMOLIZIONE DI LESIONE DELLA PALPEBRA - Intervento per  blefarocalasi;Allegato 1;
34;08.41;RIPARAZIONE DI ENTROPION O ECTROPION CON TERMOCOAGULAZIONE -;Allegato 1;
34;08.42;RIPARAZIONE DI ENTROPION O ECTROPION CON TECNICA DI SUTURA -;Allegato 1;
34;08.43;RIPARAZIONE DI ENTROPION O ECTROPION CON RESEZIONE CUNEIFORME -;Allegato 1;
34;08.44;RIPARAZIONE DI ENTROPION O ECTROPION CON RICOSTRUZIONE DELLA PALPEBRA - Riparazione di ectropion con innesto o lembo;Allegato 1;
34;08.52;BLEFARORRAFIA - Cantorrafia, Tarsorrafia;Allegato 1;
34;08.6;RICOSTRUZIONE DELLA PALPEBRA CON LEMBO O INNESTO - Escluso: quelle associate con riparazione di entropion o ectropion (08.44);Allegato 1;
34;08.81;RIPARAZIONE LINEARE DI LACERAZIONE DELLA PALPEBRA E DELLE SOPRACCIGLIA -;Allegato 1;
34;08.82;RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE,  NON A TUTTO SPESSORE -;Allegato 1;
34;08.83;ALTRA RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA, NON A TUTTO SPESSORE -;Allegato 1;
34;08.84;RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE, A TUTTO SPESSORE -;Allegato 1;
34;08.91;DEPILAZIONE ELETTROCHIRURGICA DELLA PALPEBRA -;Allegato 1;
34;08.92;DEPILAZIONE CRIOCHIRURGICA DELLA PALPEBRA -;Allegato 1;
34;08.99.1;INFILTRAZIONE DI ANGIOMA PALPEBRALE -;Allegato 1;
34;09.0;INCISIONE DELLA GHIANDOLA LACRIMALE - Incisione di cisti lacrimale (con drenaggio);Allegato 1;
34;09.11;BIOPSIA DELLA GHIANDOLA LACRIMALE -;Allegato 1;
34;09.12;BIOPSIA DEL SACCO LACRIMALE -;Allegato 1;
34;09.19;ALTRE PROCEDURE DIAGNOSTICHE SULL'APPARATO LACRIMALE - Test di Schirmer - Escluso: Dacriocistogramma per contrasto (87.05), Rx del tessuto molle del dotto naso-lacrimale;Allegato 1;
34;09.21;ASPORTAZIONE DI LESIONE DELLA GHIANDOLA LACRIMALE - Escluso: Biopsia della ghiandola lacrimale (09.11);Allegato 1;
34;09.41;SPECILLAZIONE DEL PUNTO LACRIMALE -;Allegato 1;
34;09.42;SPECILLAZIONE DEI CANALICOLI LACRIMALI - Incluso: Rimozione di calcolo, dilatazione - (Per ciclo terapeutico);Allegato 1;
34;09.43;SPECILLAZIONE DEL DOTTO NASO-LACRIMALE - Incluso: Rimozione di calcolo, dilatazione - (Per ciclo terapeutico);Allegato 1;
34;09.51;INCISIONE DEL PUNTO LACRIMALE -;Allegato 1;
34;09.52;INCISIONE DEI CANALICOLI LACRIMALI -;Allegato 1;
34;09.53;INCISIONE DEL SACCO LACRIMALE -;Allegato 1;
34;09.59;ALTRA INCISIONE DELLE VIE LACRIMALI - Incisione (drenaggio) di dotto nasolacrimale NAS;Allegato 1;
34;09.6;ASPORTAZIONE DEL SACCO E DELLE VIE LACRIMALI - Escluso: Biopsia del sacco lacrimale (09.12);Allegato 1;
34;09.71;CORREZIONE DI EVERSIONE DEL PUNTO LACRIMALE -;Allegato 1;
34;09.73;RIPARAZIONE DEI CANALICOLI -;Allegato 1;
34;10.21;BIOPSIA DELLA CONGIUNTIVA -;Allegato 1;
34;10.31;ASPORTAZIONE DI LESIONE O TESSUTO DELLA CONGIUNTIVA - Asportazione di anello congiuntivale attorno alla cornea - Escluso: Biopsia della congiuntiva (10.21);Allegato 1;
34;10.32;DEMOLIZIONE DI  LESIONE DELLA CONGIUNTIVA - Escluso: Asportazione di lesione (10.31), Termocauterizzazione per entropion (08.41);Allegato 1;
34;10.33;ALTRI INTERVENTI DI DEMOLIZIONE DELLA CONGIUNTIVA - Rimozione di follicoli di tracoma;Allegato 1;
34;10.4;CONGIUNTIVOPLASTICA -;Allegato 1;
34;10.6;RIPARAZIONE DI LACERAZIONE DELLA CONGIUNTIVA -;Allegato 1;
34;10.91;INIEZIONE SOTTOCONGIUNTIVALE -;Allegato 1;
34;11.31;TRASPOSIZIONE DELLO PTERIGIUM -;Allegato 1;
34;11.32;ASPORTAZIONE DELLO PTERIGIUM CON INNESTO DELLA CORNEA -;Allegato 1;
34;11.39;ALTRA ASPORTAZIONE DELLO PTERIGIUM -;Allegato 1;
34;11.42;TERMOCAUTERIZZAZIONE DI LESIONI DELLA CORNEA -;Allegato 1;
34;11.43;CRIOTERAPIA DI LESIONE DELLA CORNEA -;Allegato 1;
34;11.43.A;RIMOZIONE SUTURA CORNEALE (filza);Allegato 1;
34;11.75.1;CHERATOTOMIA ARCIFORME -;Allegato 1;
34;11.91;TATUAGGIO DELLA CORNEA -;Allegato 1;
34;11.99.1;APPLICAZIONE TERAPEUTICA DI LENTE A CONTATTO -;Allegato 1;
34;11.99.2;CORREZIONE DEI VIZI DI REFRAZIONE - Con laser a eccimeri (PRK) con la tecnica di ablazione standard (o di superficie);Allegato 1;
34;11.99.3;CORREZIONE DI ALTERAZIONI CORNEALI  - Con laser a eccimeri (PTK);Allegato 1;
34;11.99.4;CORREZIONE DEI VIZI DI REFRAZIONE - Con laser a eccimeri con tecnica LASIK o lamellare;Allegato 1;
34;12.14;IRIDECTOMIA - Iridectomia (basale) (periferica) (totale) (iridectomia mediante laser) - Escluso: Iridectomia associata a: estrazione di cataratta (13.64), rimozione di lesione (12.41);Allegato 1;
34;12.40;RIMOZIONE DI LESIONE DEL SEGMENTO ANTERIORE DELL'OCCHIO, NAS -;Allegato 1;
34;12.41;DEMOLIZIONE DI LESIONE DELL' IRIDE, NON ESCISSIONALE - Demolizione di lesione dell'iride per mezzo di:cauterizzazione, crioterapia, fotocoagulazione, laser;Allegato 1;
34;12.72;CICLOCRIOTERAPIA -;Allegato 1;
34;12.73;CICLOFOTOCOAGULAZIONE -;Allegato 1;
34;12.91;SVUOTAMENTO TERAPEUTICO DELLA CAMERA ANTERIORE - Paracentesi della camera anteriore;Allegato 1;
34;13.64;CAPSULOTOMIA YAG-LASER PER CATARATTA SECONDARIA - Separazione di membrana secondaria (dopo cataratta);Allegato 1;
34;14.22;DEMOLIZIONE DI LESIONE CORIORETINICA MEDIANTE CRIOTERAPIA -;Allegato 1;
34;14.29.1;RIPARAZIONE DI LESIONE DELLA RETINA MEDIANTE TRATTAMENTO FOTODINAMICO CON VERTEPORFINA (VISUDYNE).;Allegato 1;
34;14.31;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE DIATERMIA -;Allegato 1;
34;14.32;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE CRIOTERAPIA -;Allegato 1;
34;14.33;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE FOTOCOAGULAZIONE  CON XENON (LASER) -;Allegato 1;
34;14.34;RIPARAZIONE DI LACERAZIONE DELLA RETINA MEDIANTE FOTOCOAGULAZIONE  CON ARGON (LASER) -;Allegato 1;
34;14.34.A;ARGON LASER  TRABECULOPLASTICA (ALT) o TRATTAMENTO LASER SUL TRABECOLATO;Allegato 1;
34;14.59.1;PNEUMORETINOPESSIA -;Allegato 1;
34;16.22;AGOBIOPSIA ORBITARIA -;Allegato 1;
34;16.91;INIEZIONE RETROBULBARE DI SOSTANZE TERAPEUTICHE - Escluso: Iniezione di sostanza per contrasto radiografico, Iniezione otticociliare;Allegato 1;
34;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
34;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
34;93.02;VALUTAZIONE ORTOTTICA -;Allegato 1;
34;95.01;ESAME PARZIALE DELL'OCCHIO - Esame dell'occhio con prescrizione di occhiali;Allegato 1;
34;95.02;ESAME COMPLESSIVO DELL'OCCHIO - Visita oculistica, esame dell'occhio comprendente tutti gli aspetti del sistema visivo;Allegato 1;
34;95.03.1;STUDIO DELLA TOPOGRAFIA CORNEALE -;Allegato 1;
34;95.03.3;TOMOGRAFIA RETINICA (OCT);Allegato 1;
34;95.05;STUDIO DEL CAMPO VISIVO - Campimetria, perimetria statica/cinetica;Allegato 1;
34;95.05.A;MICROPERIMETRIA;Allegato 1;
34;95.06;STUDIO DELLA SENSIBILITA' AL COLORE - Test di acuità visiva e di discriminazione cromatica;Allegato 1;
34;95.07;STUDIO DELL'ADATTABILITA' AL BUIO -;Allegato 1;
34;95.07.1;STUDIO DELLA SENSIBILITA' AL CONTRASTO -;Allegato 1;
34;95.09.1;ESAME DEL FUNDUS OCULI  -;Allegato 1;
34;95.09.2;ESOFTALMOMETRIA -;Allegato 1;
34;95.09.3;CHERATOESTESIOMETRIA -;Allegato 1;
34;95.09.4;STUDIO STRUMENTALE DELLA CONFORMAZIONE DELLA PAPILLA OTTICA (HRT o GDX o OCT);Allegato 1;
